Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2023|Boaz's Bead of Whispers|Alchemist's Ink||FALSE,2023,Legendary,Boaz's Bead of Whispers,Alchemist's Ink,,2023,Alchemist's Ink,15,FALSE
2023|Boaz's Bead of Whispers|Alchemist's Parchment||FALSE,2023,Legendary,Boaz's Bead of Whispers,Alchemist's Parchment,,2023,Alchemist's Parchment,20,FALSE
2023|Boaz's Bead of Whispers|Aragonite||FALSE,2023,Legendary,Boaz's Bead of Whispers,Aragonite,,2023,Aragonite,3,FALSE
2023|Boaz's Bead of Whispers|Darkwood Plank||FALSE,2023,Legendary,Boaz's Bead of Whispers,Darkwood Plank,,2023,Darkwood Plank,30,FALSE
2023|Boaz's Bead of Whispers|Dwarven Steel||FALSE,2023,Legendary,Boaz's Bead of Whispers,Dwarven Steel,,2023,Dwarven Steel,10,FALSE
2023|Boaz's Bead of Whispers|Elven Bismuth||FALSE,2023,Legendary,Boaz's Bead of Whispers,Elven Bismuth,,2023,Elven Bismuth,3,FALSE
2023|Boaz's Bead of Whispers|Enchanter's Munition||FALSE,2023,Legendary,Boaz's Bead of Whispers,Enchanter's Munition,,2023,Enchanter's Munition,4,FALSE
2023|Boaz's Bead of Whispers|Fleece||FALSE,2023,Legendary,Boaz's Bead of Whispers,Fleece,,2023,Golden Fleece,2,FALSE
2023|Boaz's Bead of Whispers|Minotaur Hide||FALSE,2023,Legendary,Boaz's Bead of Whispers,Minotaur Hide,,2023,Minotaur Hide,10,FALSE
2023|Boaz's Bead of Whispers|Mystic Silk||FALSE,2023,Legendary,Boaz's Bead of Whispers,Mystic Silk,,2023,Mystic Silk,30,FALSE
2023|Boaz's Bead of Whispers|Oil of Enchantment||FALSE,2023,Legendary,Boaz's Bead of Whispers,Oil of Enchantment,,2023,Oil of Enchantment,3,FALSE
2023|Boaz's Bead of Whispers|Philosopher's Stone||FALSE,2023,Legendary,Boaz's Bead of Whispers,Philosopher's Stone,,2023,Philosopher's Stone,30,FALSE
"2023|Boaz's Bead of Whispers|1,000 GP Gold Bar||FALSE",2023,Legendary,Boaz's Bead of Whispers,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",25,FALSE
2023|Boaz's Bead of Whispers|Wish||FALSE,2023,Legendary,Boaz's Bead of Whispers,Wish,,2023,Wish Ring,1,FALSE
2023|Boaz's Bead of Whispers|Greater Bead of Whispers||TRUE,2023,Legendary,Boaz's Bead of Whispers,Greater Bead of Whispers,,2023,Greater Bead of Whispers (transmute),1,TRUE
2023|Vim's Boots of Protection|PYP||FALSE,2023,Legendary,Vim's Boots of Protection,PYP,,2023,Ultra Rare,2,FALSE
2023|Vim's Boots of Protection|Alchemist's Ink||FALSE,2023,Legendary,Vim's Boots of Protection,Alchemist's Ink,,2023,Alchemist's Ink,15,FALSE
2023|Vim's Boots of Protection|Alchemist's Parchment||FALSE,2023,Legendary,Vim's Boots of Protection,Alchemist's Parchment,,2023,Alchemist's Parchment,20,FALSE
2023|Vim's Boots of Protection|Aragonite||FALSE,2023,Legendary,Vim's Boots of Protection,Aragonite,,2023,Aragonite,3,FALSE
2023|Vim's Boots of Protection|Darkwood Plank||FALSE,2023,Legendary,Vim's Boots of Protection,Darkwood Plank,,2023,Darkwood Plank,30,FALSE
2023|Vim's Boots of Protection|Dwarven Steel||FALSE,2023,Legendary,Vim's Boots of Protection,Dwarven Steel,,2023,Dwarven Steel,15,FALSE
2023|Vim's Boots of Protection|Elven Bismuth||FALSE,2023,Legendary,Vim's Boots of Protection,Elven Bismuth,,2023,Elven Bismuth,3,FALSE
2023|Vim's Boots of Protection|Enchanter's Munition||FALSE,2023,Legendary,Vim's Boots of Protection,Enchanter's Munition,,2023,Enchanter's Munition,3,FALSE
2023|Vim's Boots of Protection|Fleece||FALSE,2023,Legendary,Vim's Boots of Protection,Fleece,,2023,Golden Fleece,2,FALSE
2023|Vim's Boots of Protection|Minotaur Hide||FALSE,2023,Legendary,Vim's Boots of Protection,Minotaur Hide,,2023,Minotaur Hide,15,FALSE
2023|Vim's Boots of Protection|Mystic Silk||FALSE,2023,Legendary,Vim's Boots of Protection,Mystic Silk,,2023,Mystic Silk,30,FALSE
2023|Vim's Boots of Protection|Oil of Enchantment||FALSE,2023,Legendary,Vim's Boots of Protection,Oil of Enchantment,,2023,Oil of Enchantment,3,FALSE
2023|Vim's Boots of Protection|Philosopher's Stone||FALSE,2023,Legendary,Vim's Boots of Protection,Philosopher's Stone,,2023,Philosopher's Stone,30,FALSE
"2023|Vim's Boots of Protection|1,000 GP Gold Bar||FALSE",2023,Legendary,Vim's Boots of Protection,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",25,FALSE
2023|Vim's Boots of Protection|Wish||FALSE,2023,Legendary,Vim's Boots of Protection,Wish,,2023,Wish Ring,1,FALSE
2023|Vim's Boots of Protection|Boots of Protection||TRUE,2023,Legendary,Vim's Boots of Protection,Boots of Protection,,2023,Boots of Protection (transmute),1,TRUE
2023|Charm of Avarice Recipe 3|PYP||FALSE,2023,Legendary,Charm of Avarice Recipe 3,PYP,,2023,Ultra Rare,12,FALSE
2023|Charm of Avarice Recipe 3|Alchemist's Ink||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Alchemist's Ink,,2023,Alchemist's Ink,10,FALSE
2023|Charm of Avarice Recipe 3|Alchemist's Parchment||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Alchemist's Parchment,,2023,Alchemist's Parchment,10,FALSE
2023|Charm of Avarice Recipe 3|Darkwood Plank||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Darkwood Plank,,2023,Darkwood Plank,10,FALSE
2023|Charm of Avarice Recipe 3|Dwarven Steel||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Dwarven Steel,,2023,Dwarven Steel,10,FALSE
2023|Charm of Avarice Recipe 3|Enchanter's Munition||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Enchanter's Munition,,2023,Enchanter's Munition,10,FALSE
2023|Charm of Avarice Recipe 3|Minotaur Hide||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Minotaur Hide,,2023,Minotaur Hide,10,FALSE
2023|Charm of Avarice Recipe 3|Mystic Silk||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Mystic Silk,,2023,Mystic Silk,10,FALSE
2023|Charm of Avarice Recipe 3|Philosopher's Stone||FALSE,2023,Legendary,Charm of Avarice Recipe 3,Philosopher's Stone,,2023,Philosopher's Stone,10,FALSE
"2023|Charm of Avarice Recipe 3|1,000 GP Gold Bar||FALSE",2023,Legendary,Charm of Avarice Recipe 3,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",10,FALSE
2023|Stalker Bead of Skill|Alchemist's Ink||FALSE,2023,Relic,Stalker Bead of Skill,Alchemist's Ink,,2023,Alchemist's Ink,5,FALSE
2023|Stalker Bead of Skill|Alchemist's Parchment||FALSE,2023,Relic,Stalker Bead of Skill,Alchemist's Parchment,,2023,Alchemist's Parchment,15,FALSE
2023|Stalker Bead of Skill|Aragonite||FALSE,2023,Relic,Stalker Bead of Skill,Aragonite,,2023,Aragonite,2,FALSE
2023|Stalker Bead of Skill|Darkwood Plank||FALSE,2023,Relic,Stalker Bead of Skill,Darkwood Plank,,2023,Darkwood Plank,20,FALSE
2023|Stalker Bead of Skill|Dwarven Steel||FALSE,2023,Relic,Stalker Bead of Skill,Dwarven Steel,,2023,Dwarven Steel,15,FALSE
2023|Stalker Bead of Skill|Elven Bismuth||FALSE,2023,Relic,Stalker Bead of Skill,Elven Bismuth,,2023,Elven Bismuth,3,FALSE
2023|Stalker Bead of Skill|Enchanter's Munition||FALSE,2023,Relic,Stalker Bead of Skill,Enchanter's Munition,,2023,Enchanter's Munition,5,FALSE
2023|Stalker Bead of Skill|Fleece||FALSE,2023,Relic,Stalker Bead of Skill,Fleece,,2023,Golden Fleece,1,FALSE
2023|Stalker Bead of Skill|Minotaur Hide||FALSE,2023,Relic,Stalker Bead of Skill,Minotaur Hide,,2023,Minotaur Hide,10,FALSE
2023|Stalker Bead of Skill|Mystic Silk||FALSE,2023,Relic,Stalker Bead of Skill,Mystic Silk,,2023,Mystic Silk,20,FALSE
2023|Stalker Bead of Skill|Oil of Enchantment||FALSE,2023,Relic,Stalker Bead of Skill,Oil of Enchantment,,2023,Oil of Enchantment,3,FALSE
2023|Stalker Bead of Skill|Philosopher's Stone||FALSE,2023,Relic,Stalker Bead of Skill,Philosopher's Stone,,2023,Philosopher's Stone,25,FALSE
"2023|Stalker Bead of Skill|1,000 GP Gold Bar||FALSE",2023,Relic,Stalker Bead of Skill,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",5,FALSE
2023|Stalker Bead of Skill|Stalker Token||FALSE,2023,Relic,Stalker Bead of Skill,Stalker Token,,2023,Stalker Token,20,FALSE
2023|Stalker Bead of Focus|Alchemist's Ink||FALSE,2023,Relic,Stalker Bead of Focus,Alchemist's Ink,,2023,Alchemist's Ink,5,FALSE
2023|Stalker Bead of Focus|Alchemist's Parchment||FALSE,2023,Relic,Stalker Bead of Focus,Alchemist's Parchment,,2023,Alchemist's Parchment,10,FALSE
2023|Stalker Bead of Focus|Aragonite||FALSE,2023,Relic,Stalker Bead of Focus,Aragonite,,2023,Aragonite,2,FALSE
2023|Stalker Bead of Focus|Darkwood Plank||FALSE,2023,Relic,Stalker Bead of Focus,Darkwood Plank,,2023,Darkwood Plank,15,FALSE
2023|Stalker Bead of Focus|Dwarven Steel||FALSE,2023,Relic,Stalker Bead of Focus,Dwarven Steel,,2023,Dwarven Steel,10,FALSE
2023|Stalker Bead of Focus|Elven Bismuth||FALSE,2023,Relic,Stalker Bead of Focus,Elven Bismuth,,2023,Elven Bismuth,2,FALSE
2023|Stalker Bead of Focus|Enchanter's Munition||FALSE,2023,Relic,Stalker Bead of Focus,Enchanter's Munition,,2023,Enchanter's Munition,3,FALSE
2023|Stalker Bead of Focus|Fleece||FALSE,2023,Relic,Stalker Bead of Focus,Fleece,,2023,Golden Fleece,1,FALSE
2023|Stalker Bead of Focus|Minotaur Hide||FALSE,2023,Relic,Stalker Bead of Focus,Minotaur Hide,,2023,Minotaur Hide,5,FALSE
2023|Stalker Bead of Focus|Mystic Silk||FALSE,2023,Relic,Stalker Bead of Focus,Mystic Silk,,2023,Mystic Silk,20,FALSE
2023|Stalker Bead of Focus|Oil of Enchantment||FALSE,2023,Relic,Stalker Bead of Focus,Oil of Enchantment,,2023,Oil of Enchantment,1,FALSE
2023|Stalker Bead of Focus|Philosopher's Stone||FALSE,2023,Relic,Stalker Bead of Focus,Philosopher's Stone,,2023,Philosopher's Stone,20,FALSE
"2023|Stalker Bead of Focus|1,000 GP Gold Bar||FALSE",2023,Relic,Stalker Bead of Focus,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",5,FALSE
2023|Stalker Bead of Focus|Stalker Token||FALSE,2023,Relic,Stalker Bead of Focus,Stalker Token,,2023,Stalker Token,20,FALSE
2023|Greater Bead of Whispers|PYP||FALSE,2023,Relic,Greater Bead of Whispers,PYP,,2023,Ultra Rare,1,FALSE
2023|Greater Bead of Whispers|Alchemist's Ink||FALSE,2023,Relic,Greater Bead of Whispers,Alchemist's Ink,,2023,Alchemist's Ink,5,FALSE
2023|Greater Bead of Whispers|Alchemist's Parchment||FALSE,2023,Relic,Greater Bead of Whispers,Alchemist's Parchment,,2023,Alchemist's Parchment,10,FALSE
2023|Greater Bead of Whispers|Aragonite||FALSE,2023,Relic,Greater Bead of Whispers,Aragonite,,2023,Aragonite,2,FALSE
2023|Greater Bead of Whispers|Darkwood Plank||FALSE,2023,Relic,Greater Bead of Whispers,Darkwood Plank,,2023,Darkwood Plank,20,FALSE
2023|Greater Bead of Whispers|Dwarven Steel||FALSE,2023,Relic,Greater Bead of Whispers,Dwarven Steel,,2023,Dwarven Steel,15,FALSE
2023|Greater Bead of Whispers|Elven Bismuth||FALSE,2023,Relic,Greater Bead of Whispers,Elven Bismuth,,2023,Elven Bismuth,2,FALSE
2023|Greater Bead of Whispers|Enchanter's Munition||FALSE,2023,Relic,Greater Bead of Whispers,Enchanter's Munition,,2023,Enchanter's Munition,3,FALSE
2023|Greater Bead of Whispers|Fleece||FALSE,2023,Relic,Greater Bead of Whispers,Fleece,,2023,Golden Fleece,1,FALSE
2023|Greater Bead of Whispers|Minotaur Hide||FALSE,2023,Relic,Greater Bead of Whispers,Minotaur Hide,,2023,Minotaur Hide,5,FALSE
2023|Greater Bead of Whispers|Mystic Silk||FALSE,2023,Relic,Greater Bead of Whispers,Mystic Silk,,2023,Mystic Silk,20,FALSE
2023|Greater Bead of Whispers|Oil of Enchantment||FALSE,2023,Relic,Greater Bead of Whispers,Oil of Enchantment,,2023,Oil of Enchantment,2,FALSE
2023|Greater Bead of Whispers|Philosopher's Stone||FALSE,2023,Relic,Greater Bead of Whispers,Philosopher's Stone,,2023,Philosopher's Stone,20,FALSE
"2023|Greater Bead of Whispers|1,000 GP Gold Bar||FALSE",2023,Relic,Greater Bead of Whispers,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",5,FALSE
2023|Boots of Protection|PYP||FALSE,2023,Relic,Boots of Protection,PYP,,2023,Ultra Rare,1,FALSE
2023|Boots of Protection|Alchemist's Ink||FALSE,2023,Relic,Boots of Protection,Alchemist's Ink,,2023,Alchemist's Ink,5,FALSE
2023|Boots of Protection|Alchemist's Parchment||FALSE,2023,Relic,Boots of Protection,Alchemist's Parchment,,2023,Alchemist's Parchment,5,FALSE
2023|Boots of Protection|Aragonite||FALSE,2023,Relic,Boots of Protection,Aragonite,,2023,Aragonite,2,FALSE
2023|Boots of Protection|Darkwood Plank||FALSE,2023,Relic,Boots of Protection,Darkwood Plank,,2023,Darkwood Plank,20,FALSE
2023|Boots of Protection|Dwarven Steel||FALSE,2023,Relic,Boots of Protection,Dwarven Steel,,2023,Dwarven Steel,10,FALSE
2023|Boots of Protection|Elven Bismuth||FALSE,2023,Relic,Boots of Protection,Elven Bismuth,,2023,Elven Bismuth,3,FALSE
2023|Boots of Protection|Enchanter's Munition||FALSE,2023,Relic,Boots of Protection,Enchanter's Munition,,2023,Enchanter's Munition,3,FALSE
2023|Boots of Protection|Fleece||FALSE,2023,Relic,Boots of Protection,Fleece,,2023,Golden Fleece,1,FALSE
2023|Boots of Protection|Minotaur Hide||FALSE,2023,Relic,Boots of Protection,Minotaur Hide,,2023,Minotaur Hide,5,FALSE
2023|Boots of Protection|Mystic Silk||FALSE,2023,Relic,Boots of Protection,Mystic Silk,,2023,Mystic Silk,20,FALSE
2023|Boots of Protection|Oil of Enchantment||FALSE,2023,Relic,Boots of Protection,Oil of Enchantment,,2023,Oil of Enchantment,2,FALSE
2023|Boots of Protection|Philosopher's Stone||FALSE,2023,Relic,Boots of Protection,Philosopher's Stone,,2023,Philosopher's Stone,20,FALSE
"2023|Boots of Protection|1,000 GP Gold Bar||FALSE",2023,Relic,Boots of Protection,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",5,FALSE
2023|Safehold V|Alchemist's Ink||FALSE,2023,Safehold,Safehold V,Alchemist's Ink,,2023,Alchemist's Ink,2,FALSE
2023|Safehold V|Alchemist's Parchment||FALSE,2023,Safehold,Safehold V,Alchemist's Parchment,,2023,Alchemist's Parchment,10,FALSE
2023|Safehold V|Aragonite||FALSE,2023,Safehold,Safehold V,Aragonite,,2023,Aragonite,1,FALSE
2023|Safehold V|Darkwood Plank||FALSE,2023,Safehold,Safehold V,Darkwood Plank,,2023,Darkwood Plank,20,FALSE
2023|Safehold V|Dwarven Steel||FALSE,2023,Safehold,Safehold V,Dwarven Steel,,2023,Dwarven Steel,2,FALSE
2023|Safehold V|Elven Bismuth||FALSE,2023,Safehold,Safehold V,Elven Bismuth,,2023,Elven Bismuth,1,FALSE
2023|Safehold V|Enchanter's Munition||FALSE,2023,Safehold,Safehold V,Enchanter's Munition,,2023,Enchanter's Munition,2,FALSE
2023|Safehold V|Fleece||FALSE,2023,Safehold,Safehold V,Fleece,,2023,Golden Fleece,2,FALSE
2023|Safehold V|Minotaur Hide||FALSE,2023,Safehold,Safehold V,Minotaur Hide,,2023,Minotaur Hide,2,FALSE
2023|Safehold V|Mystic Silk||FALSE,2023,Safehold,Safehold V,Mystic Silk,,2023,Mystic Silk,20,FALSE
2023|Safehold V|Oil of Enchantment||FALSE,2023,Safehold,Safehold V,Oil of Enchantment,,2023,Oil of Enchantment,1,FALSE
2023|Safehold V|Philosopher's Stone||FALSE,2023,Safehold,Safehold V,Philosopher's Stone,,2023,Philosopher's Stone,10,FALSE
"2023|Safehold V|1,000 GP Gold Bar||FALSE",2023,Safehold,Safehold V,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",2,FALSE
2023|Hireling|Alchemist's Ink||FALSE,2023,Safehold,Hireling,Alchemist's Ink,,2023,Alchemist's Ink,1,FALSE
2023|Hireling|Alchemist's Parchment||FALSE,2023,Safehold,Hireling,Alchemist's Parchment,,2023,Alchemist's Parchment,1,FALSE
2023|Hireling|Aragonite||FALSE,2023,Safehold,Hireling,Aragonite,,2023,Aragonite,1,FALSE
2023|Hireling|Darkwood Plank||FALSE,2023,Safehold,Hireling,Darkwood Plank,,2023,Darkwood Plank,1,FALSE
2023|Hireling|Dwarven Steel||FALSE,2023,Safehold,Hireling,Dwarven Steel,,2023,Dwarven Steel,1,FALSE
2023|Hireling|Elven Bismuth||FALSE,2023,Safehold,Hireling,Elven Bismuth,,2023,Elven Bismuth,1,FALSE
2023|Hireling|Enchanter's Munition||FALSE,2023,Safehold,Hireling,Enchanter's Munition,,2023,Enchanter's Munition,1,FALSE
2023|Hireling|Fleece||FALSE,2023,Safehold,Hireling,Fleece,,2023,Golden Fleece,1,FALSE
2023|Hireling|Minotaur Hide||FALSE,2023,Safehold,Hireling,Minotaur Hide,,2023,Minotaur Hide,1,FALSE
2023|Hireling|Mystic Silk||FALSE,2023,Safehold,Hireling,Mystic Silk,,2023,Mystic Silk,1,FALSE
2023|Hireling|Oil of Enchantment||FALSE,2023,Safehold,Hireling,Oil of Enchantment,,2023,Oil of Enchantment,1,FALSE
2023|Hireling|Philosopher's Stone||FALSE,2023,Safehold,Hireling,Philosopher's Stone,,2023,Philosopher's Stone,1,FALSE
"2023|Hireling|1,000 GP Gold Bar||FALSE",2023,Safehold,Hireling,"1,000 GP Gold Bar",,2023,"1,000 GP Gold Bar",1,FALSE
2024|Bead of Horus|Darkwood Plank||FALSE,2024,Enhanced,Bead of Horus,Darkwood Plank,,2024,Darkwood Plank,2,FALSE
2024|Bead of Horus|Monster Trophy||FALSE,2024,Enhanced,Bead of Horus,Monster Trophy,,2024,Monster Trophy,1,FALSE
2024|Bead of Horus|Philosopher's Stone||FALSE,2024,Enhanced,Bead of Horus,Philosopher's Stone,,2024,Philosopher's Stone,2,FALSE
"2024|Chalice of Chugging|1,000 GP Gold Bar||FALSE",2024,Enhanced,Chalice of Chugging,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",1,FALSE
2024|Bracers of the Inferno|Dwarven Steel||FALSE,2024,Exalted,Bracers of the Inferno,Dwarven Steel,,2024,Dwarven Steel,3,FALSE
2024|Bracers of the Inferno|Enchanter's Munition||FALSE,2024,Exalted,Bracers of the Inferno,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Bracers of the Inferno|Monster Trophy||FALSE,2024,Exalted,Bracers of the Inferno,Monster Trophy,,2024,Monster Trophy,1,FALSE
2024|Bracers of the Inferno|Minotaur Hide||FALSE,2024,Exalted,Bracers of the Inferno,Minotaur Hide,,2024,Minotaur Hide,3,FALSE
2024|Bracers of the Inferno|Mystic Silk||FALSE,2024,Exalted,Bracers of the Inferno,Mystic Silk,,2024,Mystic Silk,10,FALSE
2024|Bracers of the Inferno|Oil of Enchantment||FALSE,2024,Exalted,Bracers of the Inferno,Oil of Enchantment,,2024,Oil of Enchantment,1,FALSE
"2024|Charm of Divine Gifts|1,000 GP Gold Bar||FALSE",2024,Exalted,Charm of Divine Gifts,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",1,FALSE
2024|Charm of Divine Gifts|Alchemist's Ink||FALSE,2024,Exalted,Charm of Divine Gifts,Alchemist's Ink,,2024,Alchemist's Ink,1,FALSE
2024|Charm of Divine Gifts|Alchemist's Parchment||FALSE,2024,Exalted,Charm of Divine Gifts,Alchemist's Parchment,,2024,Alchemist's Parchment,1,FALSE
2024|Charm of Divine Gifts|Aragonite||FALSE,2024,Exalted,Charm of Divine Gifts,Aragonite,,2024,Aragonite,1,FALSE
2024|Charm of Divine Gifts|Darkwood Plank||FALSE,2024,Exalted,Charm of Divine Gifts,Darkwood Plank,,2024,Darkwood Plank,1,FALSE
2024|Charm of Divine Gifts|Dwarven Steel||FALSE,2024,Exalted,Charm of Divine Gifts,Dwarven Steel,,2024,Dwarven Steel,1,FALSE
2024|Charm of Divine Gifts|Elven Bismuth||FALSE,2024,Exalted,Charm of Divine Gifts,Elven Bismuth,,2024,Elven Bismuth,1,FALSE
2024|Charm of Divine Gifts|Enchanter's Munition||FALSE,2024,Exalted,Charm of Divine Gifts,Enchanter's Munition,,2024,Enchanter's Munition,1,FALSE
2024|Charm of Divine Gifts|Minotaur Hide||FALSE,2024,Exalted,Charm of Divine Gifts,Minotaur Hide,,2024,Minotaur Hide,1,FALSE
2024|Charm of Divine Gifts|Mystic Silk||FALSE,2024,Exalted,Charm of Divine Gifts,Mystic Silk,,2024,Mystic Silk,1,FALSE
2024|Charm of Divine Gifts|Oil of Enchantment||FALSE,2024,Exalted,Charm of Divine Gifts,Oil of Enchantment,,2024,Oil of Enchantment,1,FALSE
2024|Charm of Divine Gifts|Philosopher's Stone||FALSE,2024,Exalted,Charm of Divine Gifts,Philosopher's Stone,,2024,Philosopher's Stone,1,FALSE
2024|Lenses of Sage Sight|Alchemist's Ink||FALSE,2024,Exalted,Lenses of Sage Sight,Alchemist's Ink,,2024,Alchemist's Ink,1,FALSE
2024|Lenses of Sage Sight|Alchemist's Parchment||FALSE,2024,Exalted,Lenses of Sage Sight,Alchemist's Parchment,,2024,Alchemist's Parchment,10,FALSE
2024|Lenses of Sage Sight|Monster Trophy||FALSE,2024,Exalted,Lenses of Sage Sight,Monster Trophy,,2024,Monster Trophy,1,FALSE
2024|Lenses of Sage Sight|Philosopher's Stone||FALSE,2024,Exalted,Lenses of Sage Sight,Philosopher's Stone,,2024,Philosopher's Stone,1,FALSE
2024|Spirt Pet Asp|Darkwood Plank||FALSE,2024,Exalted,Spirt Pet Asp,Darkwood Plank,,2024,Darkwood Plank,5,FALSE
2024|Spirt Pet Asp|Monster Trophy||FALSE,2024,Exalted,Spirt Pet Asp,Monster Trophy,,2024,Monster Trophy,1,FALSE
2024|Spirt Pet Asp|Mystic Silk||FALSE,2024,Exalted,Spirt Pet Asp,Mystic Silk,,2024,Mystic Silk,5,FALSE
2024|Spirt Pet Asp|Philosopher's Stone||FALSE,2024,Exalted,Spirt Pet Asp,Philosopher's Stone,,2024,Philosopher's Stone,5,FALSE
2024|Tomb Treasure Chest (Recipe 1)|Mystic Silk||FALSE,2024,Exalted,Tomb Treasure Chest (Recipe 1),Mystic Silk,,2024,Mystic Silk,40,FALSE
2024|Tomb Treasure Chest (Recipe 2)|Aragonite||FALSE,2024,Exalted,Tomb Treasure Chest (Recipe 2),Aragonite,,2024,Aragonite,20,FALSE
"2024|Gregor's Gladiator Gloves|1,000 GP Gold Bar||FALSE",2024,Legendary,Gregor's Gladiator Gloves,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",25,FALSE
2024|Gregor's Gladiator Gloves|Alchemist's Ink||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Alchemist's Ink,,2024,Alchemist's Ink,10,FALSE
2024|Gregor's Gladiator Gloves|Alchemist's Parchment||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Alchemist's Parchment,,2024,Alchemist's Parchment,10,FALSE
2024|Gregor's Gladiator Gloves|Aragonite||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Aragonite,,2024,Aragonite,2,FALSE
2024|Gregor's Gladiator Gloves|Darkwood Plank||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Darkwood Plank,,2024,Darkwood Plank,10,FALSE
2024|Gregor's Gladiator Gloves|Dwarven Steel||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|Gregor's Gladiator Gloves|Elven Bismuth||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Gregor's Gladiator Gloves|Enchanter's Munition||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Gregor's Gladiator Gloves|Fleece||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Fleece,,2024,Golden Fleece,1,FALSE
2024|Gregor's Gladiator Gloves|Minotaur Hide||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Gregor's Gladiator Gloves|Mystic Silk||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Mystic Silk,,2024,Mystic Silk,10,FALSE
2024|Gregor's Gladiator Gloves|Oil of Enchantment||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Gregor's Gladiator Gloves|Philosopher's Stone||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Philosopher's Stone,,2024,Philosopher's Stone,10,FALSE
2024|Gregor's Gladiator Gloves|PYP||FALSE,2024,Legendary,Gregor's Gladiator Gloves,PYP,,2024,Ultra Rare,2,FALSE
2024|Gregor's Gladiator Gloves|Wish||FALSE,2024,Legendary,Gregor's Gladiator Gloves,Wish,,2024,Wish Ring,1,FALSE
2024|Gregor's Gladiator Gloves|Greater Gloves of the Gladiator||TRUE,2024,Legendary,Gregor's Gladiator Gloves,Greater Gloves of the Gladiator,,2024,Greater Gloves of the Gladiator (transmute),1,TRUE
"2024|Kilgor's +4 Savage Sword (Recipe 1)|1,000 GP Gold Bar||FALSE",2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",25,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Alchemist's Ink||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Alchemist's Ink,,2024,Alchemist's Ink,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Alchemist's Parchment||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Alchemist's Parchment,,2024,Alchemist's Parchment,20,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Aragonite||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Aragonite,,2024,Aragonite,3,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Darkwood Plank||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Darkwood Plank,,2024,Darkwood Plank,30,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Dwarven Steel||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Dwarven Steel,,2024,Dwarven Steel,20,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Elven Bismuth||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Elven Bismuth,,2024,Elven Bismuth,3,FALSE
